3.3489601612091064;24/03/2023 16:15:57
8.62582015991211;24/03/2023 16:16:07
12.542531967163086;24/03/2023 16:16:16
15.573676109313965;24/03/2023 16:16:26
17.267520904541016;24/03/2023 16:16:36
18.227365493774414;24/03/2023 16:16:46
18.73683738708496;24/03/2023 16:16:55
18.94222640991211;24/03/2023 16:17:05
19.002826690673828;24/03/2023 16:17:15
19.044145584106445;24/03/2023 16:17:25
19.082693099975586;24/03/2023 16:17:34
19.090682983398438;24/03/2023 16:17:44
19.09067153930664;24/03/2023 16:17:54
19.090696334838867;24/03/2023 16:18:04
19.09073829650879;24/03/2023 16:18:13
19.090654373168945;24/03/2023 16:18:23
19.090734481811523;24/03/2023 16:18:33
19.09064483642578;24/03/2023 16:18:43
19.090682983398438;24/03/2023 16:18:53
19.09071922302246;24/03/2023 16:19:02
19.090667724609375;24/03/2023 16:19:12
19.09075927734375;24/03/2023 16:19:22
19.090805053710938;24/03/2023 16:19:32
19.090850830078125;24/03/2023 16:19:41
19.090829849243164;24/03/2023 16:19:51
19.090852737426758;24/03/2023 16:20:01
19.090787887573242;24/03/2023 16:20:11
19.090755462646484;24/03/2023 16:20:20
127.35102844238281;24/03/2023 17:14:30
127.35549926757812;24/03/2023 17:14:31
127.35435485839844;24/03/2023 17:14:32
127.3506851196289;24/03/2023 17:14:33
127.3494644165039;24/03/2023 17:14:34
127.34432983398438;24/03/2023 17:14:35
127.34269714355469;24/03/2023 17:14:36
127.35140228271484;24/03/2023 17:14:37
127.35743713378906;24/03/2023 17:14:38
127.35745239257812;24/03/2023 17:14:39
127.33484649658203;24/03/2023 17:14:40
127.34677124023438;24/03/2023 17:14:41
127.34329223632812;24/03/2023 17:14:42
127.36851501464844;24/03/2023 17:14:43
127.34192657470703;24/03/2023 17:14:44
127.3537826538086;24/03/2023 17:14:45
127.3447265625;24/03/2023 17:14:46
127.3379898071289;24/03/2023 17:14:47
127.35575103759766;24/03/2023 17:14:48
127.35807800292969;24/03/2023 17:14:49
127.34915924072266;24/03/2023 17:14:50
127.34171295166016;24/03/2023 17:14:51
127.35138702392578;24/03/2023 17:14:52
127.3478012084961;24/03/2023 17:14:53
127.3561019897461;24/03/2023 17:14:54
127.34198760986328;24/03/2023 17:14:55
127.3479232788086;24/03/2023 17:14:56
127.34679412841797;24/03/2023 17:14:57
127.34625244140625;24/03/2023 17:14:58
127.34685516357422;24/03/2023 17:14:59
127.34675598144531;24/03/2023 17:15:00
127.34850311279297;24/03/2023 17:15:01
127.35639953613281;24/03/2023 17:15:02
127.36246490478516;24/03/2023 17:15:03
127.34851837158203;24/03/2023 17:15:04
127.33685302734375;24/03/2023 17:15:05
127.37651062011719;24/03/2023 17:15:06
127.368408203125;24/03/2023 17:15:07
127.33673095703125;24/03/2023 17:15:08
127.34294891357422;24/03/2023 17:15:09
127.35625457763672;24/03/2023 17:15:10
127.35297393798828;24/03/2023 17:15:11
127.35297393798828;24/03/2023 17:15:12
127.36065673828125;24/03/2023 17:15:13
127.35430145263672;24/03/2023 17:15:14
127.35782623291016;24/03/2023 17:15:15
127.37506103515625;24/03/2023 17:15:16
127.3603744506836;24/03/2023 17:15:17
127.34895324707031;24/03/2023 17:15:18
127.38347625732422;24/03/2023 17:15:19
127.349609375;24/03/2023 17:15:20
127.34864807128906;24/03/2023 17:15:21
127.3509750366211;24/03/2023 17:15:22
127.353515625;24/03/2023 17:15:23
127.35045623779297;24/03/2023 17:15:24
127.33799743652344;24/03/2023 17:15:25
